³¯Â¥,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ìµœì†Œ,ìµœë?,?‰ê· 
20250927,77.25,71.92,71.63,71.63,71.63,71.63,71.92,74.99,71.63,121.98,93.09,93.13,92.86,121.98,123.93,126.93,123.93,123.1,111.99,112.05,103.12,93.18,92.83,83.26,71.63,126.93,95.41
20250928,72.05,71.65,71.65,71.65,71.65,71.65,71.65,71.65,71.65,76.7,128.43,128.43,128.43,130.38,96.62,95.63,78.25,95.97,95.94,96.18,91.16,91.16,91.16,80.74,71.65,130.38,90.24
20250929,72.39,69.84,69.22,69.84,69.2,69.84,72.71,78.82,78.82,126.88,126.88,72.71,72.71,72.71,86.72,91.52,91.29,126.87,137.68,137.68,129.45,129.45,88.55,88.55,69.2,137.68,95.88
20250930,77.32,76.15,75.49,74.77,75.04,75.49,75.96,76.15,91.52,93.14,136.01,93.37,92.89,93.37,93.36,92.78,93.38,93.38,129.58,129.58,129.58,96.44,96.44,92.42,74.77,136.01,95.09
20251001,98.63,73.28,71.64,70.82,69.26,71.64,76.65,91.14,91.14,114.92,114.92,114.91,91.11,103.71,103.7,117.57,130.5,116.21,119.42,137.49,117.17,103.4,103.12,96.91,69.26,137.49,101.47
20251002,74.18,73.96,73.96,73.96,73.96,73.96,73.96,91.05,118.3,119.72,124.02,126.72,124.02,126.15,124.02,172.28,121.87,118.39,119.72,117.58,119.72,91.95,91.78,115.95,73.96,172.28,107.6
20251003,102.21,90.46,74.97,73.51,73.51,73.95,91.13,91.91,115.5,118.37,118.37,118.37,115.5,115.5,115.5,111.19,111.19,115.5,115.5,115.5,115.5,115.5,115.5,111.41,73.51,118.37,105.42
20251004,73.28,72.92,72.51,71.69,71.36,72.51,72.92,72.51,72.51,68.69,139.9,133.46,68.69,68.69,68.69,70.87,72.92,72.92,72.92,73.82,73.82,73.82,73.82,73.82,68.69,139.9,77.24
20251005,72.32,70.69,70.69,69.08,69.08,70.09,70.69,69.08,67.07,67.07,67.07,67.07,66.23,67.07,67.07,67.07,69.08,71.78,71.78,74.03,74.03,74.03,74.03,74.03,66.23,74.03,70.19
20251006,69.19,67.26,67.02,67.02,67.02,67.63,69.08,69.08,66.92,66.73,67.02,67.02,67.02,67.02,66.59,67.02,67.02,69.08,69.08,74.03,74.03,74.03,74.03,74.03,66.59,74.03,69.08
20251007,69.31,68.19,67.64,67.36,67.36,67.36,67.64,67.36,65.56,66.74,67.36,67.36,67.26,66.55,64.93,65.44,67.36,72.5,72.5,75.19,75.19,75.19,75.19,75.19,64.93,75.19,69.53
20251008,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,67.31,65.7,66.06,65.97,0,67.31,66.17,67.31,67.31,135.84,136.52,140.83,80.42,80.42,80.42,80.42,0,140.83,77.69
20251009,69.13,69.13,68.08,67.04,68.08,69.13,69.13,69.13,65.59,65.59,71.74,62.94,6.64,136.73,71.75,134.61,92.86,93,92.92,93.02,93.03,92.87,92.6,78.54,6.64,136.73,80.04
20251010,102.41,69.96,68.45,68.45,68.26,68.45,90.07,90.49,108.8,115.25,118.12,115.25,114.71,117.61,115.25,116.8,115.25,117.61,129.2,129.2,129.2,128.82,113.1,112.63,68.26,129.2,107.05
20251011,94.91,71.93,71.35,70.43,71.35,92.17,92.39,92.23,69.28,92.83,93.09,93.09,0,92.04,93.08,93.09,93.09,117.73,117.66,117.58,93.43,93.1,93.03,92.23,0,117.73,88.87
20251012,72.99,70.99,69.8,68.61,68.61,68.61,70.34,68.61,68,67.69,67.69,67.69,67.69,67.69,68,68.61,92.95,93.03,93.7,93.04,93.04,93.04,93.9,91.51,67.69,93.9,78
20251013,68.71,68.11,68.11,68.11,68.11,68.11,71.97,119.69,126.69,141.57,129.66,147.44,126.46,126.46,126.46,152.69,124.74,126.46,129.35,129.16,129.02,128.99,118.61,91.97,68.11,152.69,114.16
20251014,96.1,73.96,73.96,73.96,73.96,90,102.96,112.09,122.26,161.07,137.52,122.4,121.81,121.91,137.48,172.99,133.26,133.29,122.32,122.32,122.33,112.09,109.87,117.06,73.96,172.99,117.46
20251015,106.06,90.69,90.57,83.73,83.73,90.89,109.96,109.26,117.24,119.12,137.4,123.16,119.04,145.47,123.15,123.15,136.82,118.35,129.75,129.35,129.7,115.71,109.26,91.37,83.73,145.47,115.52
20251016,102.41,92.85,92.85,92.95,92.85,92.85,102.8,113.62,116.72,145.01,144.99,118.61,117.02,127.01,127.01,162.12,128.12,128.2,128.26,118.7,117.09,113.62,113.62,117.06,92.85,162.12,118.44
20251017,107.15,84.56,73.05,73.05,73.05,90.02,102.33,114.32,117.24,117.14,125.72,120.47,114.74,120.46,120.46,135.88,135.88,122.58,128.42,128.41,129.61,129.61,128.11,127.95,73.05,135.88,114.86
20251018,92.31,87.08,72.22,72.2,72.25,72.28,72.28,85.05,91.55,130.55,130.41,122.71,93.43,92.19,93.43,158.79,93.43,130.77,130.95,93.43,92.23,92.19,92.13,91.4,72.2,158.79,98.81
20251019,72.61,71.28,68.97,68.2,68.2,68.97,69.74,69.17,66.97,91.98,91.98,91.98,91.98,91.98,91.98,91.66,91.8,92.5,92.5,92.5,92.5,91.98,91.55,77.83,66.97,92.5,83.23
20251020,71.89,68.27,67.23,67.23,67.23,68.27,74.73,97.26,143.35,125.78,125.53,118.87,110.74,118.88,118.87,118.88,118.82,118.87,129.51,129.37,118.81,118.24,129.07,102.15,67.23,143.35,107.76
20251021,111.61,83.72,82.47,82.61,84.44,90.41,97.31,97.66,126.57,112.73,112.61,112.37,112.28,112.24,112.24,112.24,130.12,118.32,126.4,126.77,118.32,98.51,98.48,98.58,82.47,130.12,107.48
20251022,106.66,89.72,89.76,89.78,89.67,115.09,97.3,134.09,120.56,120.55,120.55,118.53,118.53,118.53,118.53,118.53,118.53,118.53,118.52,118.51,114.1,111.44,111.61,107.65,89.67,134.09,112.42
20251023,105.77,89.83,74.94,72.26,72.94,103.08,103.34,111.81,117.51,117.4,117.17,117.06,113.96,116.83,116.83,116.83,113.96,116.11,125.02,125.06,125.04,113.96,113.96,109.66,72.26,125.06,109.76
20251024,109.13,71.52,70.45,68.92,69.68,90,102.67,116.58,119.13,119.13,119.13,119.13,119.13,119.13,119.13,119.13,116.43,117.72,117.83,114.51,114.51,112.36,112.36,108.06,68.92,119.13,107.76
20251025,91.13,90.35,74.32,73.13,73.13,73.19,90.31,109.26,90.1,116.31,118.45,118.45,118.45,118.45,116.31,116.31,109.87,114.46,116.31,116.31,116.31,116.31,116.31,111.15,73.13,118.45,104.68
20251026,77.2,73.44,71.42,68.35,68.5,69.12,72.63,73.44,71.71,67.27,67.27,67.27,63.12,65.41,65.49,90.78,90.78,93.9,93.9,93.9,93.9,93.46,90.78,89.88,63.12,93.9,79.05
20251027,75.47,73.19,73.19,73.19,73.19,73.19,102.31,115.29,132.75,124.21,125.66,124.65,112.36,116.2,112.36,116.2,118.96,128.7,128.73,128.62,126.61,128.73,125.93,126.46,73.19,132.75,111.97
20251028,115.98,89.92,90.01,89.69,89.99,97.2,119.73,120.07,120.09,120.37,126.72,112.17,112.16,112.16,118.96,120.3,130.55,133.24,130.76,120.05,117.85,112.17,99.93,107.23,89.69,133.24,113.63
20251029,117.21,90.3,89.79,83.9,89.67,90.18,111.18,111.18,119.63,125.31,120.79,112.05,111.97,111.81,117.13,117.13,124.11,124.23,130.09,124.24,112.83,109.69,109.86,107.07,83.9,130.09,111.63
20251030,118.07,113.61,89.72,89.72,89.62,113.84,118.07,120.55,125.18,123.77,130.82,123.43,120.22,122.37,122.37,123.32,123,123.28,128.82,129.23,123.28,128.82,129.25,113.77,89.62,130.82,119.08
20251031,116.72,89.77,90.19,89.69,89.56,105.57,117.22,123.67,127.22,127.11,126.88,126.59,123.67,126.54,123.67,123.67,123.67,126.88,123.67,123.67,123.67,123.67,122.98,117.22,89.56,127.22,117.76
20251101,108.25,106.6,100.35,100.35,100.35,100.35,111.74,111.9,111.9,111.93,115.45,109.55,102.32,104.3,102.32,106.28,114.19,116.05,115.7,114.2,114.2,114.21,108.25,108.25,100.35,116.05,108.92
20251102,109.07,103.1,103.1,102.96,103.1,103.16,103.99,106.86,106.89,113.07,109.06,105.09,103.1,103.1,112.86,111.04,109.06,113.07,113.17,113.28,113.38,113.38,113.44,110.77,102.96,113.44,108.6
20251103,85.47,72.47,72.47,72.47,72.47,72.47,89.74,104.07,122.29,114.32,116.03,108.85,108.19,108.39,108.61,111.74,108.7,108.76,118.77,118.77,108.48,108.48,108.48,108.48,72.47,122.29,102.73
20251104,96.89,92.88,92.88,92.88,92.88,92.88,94.5,103.07,103,107.5,118.68,108.02,105.55,108.23,108.28,115.75,108.23,108.31,108.24,108.25,108.25,108.05,107.73,103.51,92.88,118.68,104.28
20251105,116.13,88.34,84.03,82.12,83.27,88.51,107.09,107.38,109.18,107.97,113.48,107.62,107.39,107.8,108.08,116.5,115.77,137.66,116.77,115.78,109.7,109.65,109.15,108.9,82.12,137.66,107.39
20251106,108.66,82.85,74.11,72.47,72.47,88.45,108.29,114.1,119.37,109.15,116.6,108.68,107.94,108.69,109.12,114.77,108.8,113.22,126.47,108.63,106.77,104.61,104.61,104.58,72.47,126.47,104.66
20251107,91.08,84.19,84.19,73.35,73.35,91.65,92.75,104.99,108.39,108.62,108.49,107.21,106.74,107.75,112.09,144.61,111.56,107.78,107.78,107.78,107.78,105.15,105.15,105.1,73.35,144.61,103.16
20251108,86.49,83.04,77.78,77.78,77.78,77.78,84.05,83.37,77.78,86.2,91.17,91.17,91.17,115.85,115.85,91.17,90.6,91.16,89.32,89.17,90.03,87.49,87.22,87,77.78,115.85,88.48
20251109,72.52,71.17,69.81,68.35,68.35,70.58,76.82,76.82,70.34,67.59,79.83,66.27,56.52,65.65,67.59,67.59,71.17,79.51,89.93,89.67,89.67,80.09,80.09,80.09,56.52,89.93,74.73
20251110,72.44,72.44,72.44,72.44,72.44,72.44,90.88,104.25,122.29,110.52,110.52,110.06,106.29,108.3,104.59,106.29,111.6,112.13,119.52,112.11,111.88,111.88,111.88,104.29,72.44,122.29,101.84
20251111,106.07,88.25,83.21,83.21,83.21,88.51,108.99,116.25,109.76,114.74,123.2,109.47,107.99,109.41,109.68,109.23,109.24,121.05,121.08,109.27,109.28,109.28,109.29,104.78,83.21,123.2,106.7
20251112,90.36,81.38,78.97,73.35,78.21,88.52,109.9,110.2,113.08,115.55,110.7,110.11,106.43,106.8,108.43,108.42,115.29,115.66,119.66,115.66,106.43,104.73,104.73,104.73,73.35,119.66,104.02
20251113,90.36,78.89,78.78,78.78,78.78,78.78,94.01,115.5,152.09,116.86,116.72,113.79,104.01,104.91,110.14,108.43,108.44,108.41,104.46,104.47,92.62,91.82,92.21,97.54,78.78,152.09,101.47
20251114,93.16,73.39,73.39,73.39,73.39,73.39,91.98,105.92,110.81,110.79,110.45,108.59,106.58,106.58,106.58,108.59,108.36,106.58,106.58,105.9,105.91,125.66,105.89,97.81,73.39,125.66,100.25
20251115,90.55,89.46,89.14,81.76,88.97,89.69,89.79,89.79,88.77,69.36,67.9,67.12,0,66.6,67.9,70.16,89.33,90.48,90.23,90.23,90.85,119.29,90.23,90.66,0,119.29,83.24
20251116,89.56,82.52,71.74,76.69,71.74,84.9,85.98,81.99,69.38,67.59,67.59,65.64,0,66.34,67.59,68.68,80.6,90.49,90.49,90.49,90.49,90.49,90.49,90.49,0,90.49,77.97
20251117,113.24,72.29,72.29,72.29,72.29,72.29,88.55,106.9,109.65,109.43,110.88,110.41,109.65,109.35,109.41,124.53,109.65,109.6,108.16,108.35,124.7,106.06,106.06,104.52,72.29,124.7,103.36
20251118,105.99,88.37,85.65,85.65,85.65,90.13,103.43,106.94,122.7,122.71,107.57,114.12,107.23,107.56,114.12,108.44,119.33,106.94,106.94,106.94,106.94,106.94,106.94,102.88,85.65,122.71,105.77
20251119,92.11,73.72,73.23,73.23,73.23,73.72,92.61,92.08,123.66,110.8,124.6,110.8,110.8,110.8,110.8,110.8,110.8,110.8,110.8,110.8,110.8,89.77,89.44,104.13,73.23,124.6,100.68
20251120,85.53,73.24,73.24,73.24,73.24,73.46,89.22,90.13,115.77,115.77,115.77,111.59,105.87,111.58,111.58,123.29,111.59,105.88,105.88,89.7,83.99,73.46,73.46,73.46,73.24,123.29,95.09
20251121,72.24,67.88,67.87,67.87,67.87,70.22,84.19,90.13,94.29,120.01,112.02,90.84,67.87,90.26,90.64,90.84,90.84,90.84,90.84,112.87,89.48,89.48,89.48,89.48,67.87,120.01,87.91
20251122,110.59,74.91,70.88,75.12,70.88,86.49,91.96,91.96,73.74,66.38,65.78,64.1,0,64.1,65.78,70.77,109.75,91.28,109.63,91.39,91.39,91.43,91.51,91.28,0,110.59,81.32
20251123,89.64,73.64,73.64,73.64,73.64,73.64,73.64,73.64,69.96,64.55,63.54,52.02,56.78,56.78,64.55,67.82,69.96,73.43,73.43,73.43,73.64,73.64,73.64,73.64,52.02,89.64,70.65
20251124,68.65,68.21,68.21,68.21,68.21,68.21,68.65,76,108.17,105.37,105.37,109.01,107.43,107.43,76.85,105.37,105.37,105.37,105.37,105.37,83.99,76.85,76.07,76.11,68.21,109.01,89.64
20251125,68.75,67.75,67.75,67.75,67.75,67.75,70.83,83.99,109.56,117.36,119.36,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.9,104.84,76.41,74.26,76.41,75.55,67.75,119.36,91.41
20251126,71.23,67.71,67.71,67.71,67.71,68.09,75.15,92.71,120.01,120.01,104.92,104.92,0,89.96,89.96,89.96,89.87,89.96,115.49,91.15,91.15,78.44,78.44,78.44,0,120.01,85.1
20251127,75.15,72.29,72.29,72.29,72.29,72.29,75.54,88.15,105.59,113.39,116.57,116.57,105.01,100.07,93.91,90.3,90.3,89.87,106.49,106.49,106.49,82.01,82.54,78.14,72.29,116.57,92.16
20251128,86.57,72.37,72.37,72.37,72.37,73.06,89.47,106.03,117.02,112.87,112.9,90.55,89.53,106,109.23,105.95,117.02,109.23,109.23,109.23,109.23,101.43,101.43,101.43,72.37,117.02,98.85
20251129,101.74,84.05,71.04,76.54,78.03,84.05,91.96,91.96,84.05,67.96,67.96,66.67,0,65.62,67.96,82.37,91.15,91.23,91.23,92.98,92.98,91.52,91.28,91.53,0,101.74,81.02
20251130,70.88,69.05,67.96,67.79,67.79,67.95,69.05,69.05,67.79,67.21,67.02,66.27,65.62,65.62,67.02,67.4,69.05,69.05,69.05,69.05,71.52,71.52,71.52,71.52,65.62,71.52,68.68
20251201,70.53,68.64,68.64,68.64,68.64,69.46,70.53,92.27,115.65,119.21,119.21,93.63,72.42,111.27,95.38,111.27,119.21,119.21,119.21,119.21,119.21,79.03,79.03,79.03,68.64,119.21,96.01
20251202,73.53,73.53,68.96,68.96,68.96,73.53,73.53,113.4,114.34,114.34,114.34,114.34,113.4,114.4,114.4,113.4,113.4,113.4,113.4,114.34,114.34,106.39,85.67,75.39,68.96,114.4,99.97
20251203,78.95,73.27,73.27,73.27,73.27,73.27,73.27,107.38,112.89,112.82,112.84,109.38,108.33,111.98,112.84,123.62,112.84,112.84,112.84,112.84,112.84,107.38,87.02,107.25,73.27,123.62,101.57
20251204,74.55,73.27,73.27,73.27,73.27,73.27,74.55,113.54,114.67,126.61,114.57,114.31,91.91,93.4,93.4,116.85,116.69,116.66,113.89,113.9,93.04,74.85,77.78,77.78,73.27,126.61,96.66
20251205,74.94,73.31,73.31,73.31,73.31,73.54,76.78,113.81,115.9,115.9,115.2,111.09,100.88,92.39,93.75,100.88,112.43,112.43,116.76,112.23,116.97,92.39,93.6,91.03,73.31,116.97,98.26
20251206,107.02,107.02,90.44,78.17,91.99,91.99,87.98,93.15,93.15,76.26,140.21,132.28,6.28,68.21,71.68,74.12,90.59,93.15,93.15,93.15,93.15,93.15,93.15,106.83,6.28,140.21,90.86
20251207,72.47,70.62,70.62,70.62,70.62,72.71,76.44,76.44,76.44,74.1,72.71,66.92,58.76,0,66.38,66.92,86.6,86.7,94.43,94.43,94.43,94.43,94.43,94.43,0,94.43,76.45
20251208,77.28,68.97,68.97,68.97,68.97,71.33,72.79,79.56,120.73,117.93,93.36,112.78,96.9,112.78,120.73,98.24,120.73,112.78,112.78,112.78,104.84,96.9,104.84,104.84,68.97,120.73,98.85
20251209,73.38,73.38,73.38,73.38,73.38,73.38,76.6,93.64,115.99,116,115.84,110.99,114.67,93.64,95,93.64,114.67,114.67,114.67,114.67,106.73,76.26,76.26,76.26,73.38,116,95.55
20251210,79.56,73.36,73.36,73.36,73.36,73.36,73.36,93.28,94.65,115.22,115.22,115.21,119.27,94.06,113.64,94.06,93.59,93.41,93.37,93.41,77.81,95.44,95.44,95.44,73.36,119.27,93.06
20251211,105.14,90.65,73.17,73.17,73.17,73.17,98.6,94.22,114.49,135.02,116.58,116.53,122.43,94.22,94.27,122.43,94.43,94.59,94.5,94.5,93.29,106.54,98.6,98.6,73.17,135.02,99.93
20251212,74.98,71.34,70.07,70.07,70.07,71.17,74.98,92.89,96.71,114.81,114.83,96.54,95.61,96.05,96.46,95.56,115.62,115.62,92.89,92.89,76.75,74.98,99.73,91.78,70.07,115.62,91.12
20251213,79.03,72.53,71.95,69.91,69.91,70.6,73.13,79.11,79.08,72.48,71.64,70.6,70.2,72.48,77.85,78.76,115.48,123.41,123.41,123.41,78.87,78.87,78.87,78.87,69.91,123.41,83.04
20251214,79.1,71,71,71,71,71,71,73.87,71,69.61,66.47,66.47,66.47,66.47,66.47,70.15,73.87,79.1,123.24,123.24,79.92,79.92,79.92,79.92,66.47,123.24,77.44
20251215,79.34,70.26,69.53,69.53,69.53,70.26,71.99,112.07,115.99,114.7,95.99,95.05,92.39,95.38,95.86,95.9,114.1,95.99,95.99,95.99,92.39,82.15,98.65,98.65,69.53,115.99,92.71
20251216,79.34,73.27,73.27,73.27,73.27,73.27,73.27,94.14,96.33,118.72,118.99,118.65,121.58,118.75,94.14,96.17,94.14,94.14,94.14,94.14,92.78,99.13,107.07,91.18,73.27,121.58,95.43
20251217,74.72,73.27,73.27,73.27,73.27,73.27,74.72,93.27,113.69,129.1,119.74,95.45,116.46,93.25,93.25,93.25,93.25,93.26,93.27,111.03,118.01,111.03,111.03,101.52,73.27,129.1,96.9
20251218,112.91,73.34,73.34,73.34,73.34,73.34,74.76,95.46,97.86,95.46,95.46,94.1,67.88,94.1,92.74,92.74,95.46,95.46,95.46,113.33,117.46,101.58,101.58,101.58,67.88,117.46,92.49
20251219,74.46,73.31,73.31,73.31,73.31,73.31,74.46,117.23,115.76,95.15,116.77,116.65,117.23,94.63,93.34,94.63,94.63,87.65,117.23,117.23,101.35,74.46,74.46,93.4,73.31,117.23,94.35
20251220,77.95,71.16,71.16,70.99,70.99,71.16,71.16,71.16,71.16,71.16,71.16,71.16,70.69,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.16,71.44,71.44,71.64,70.69,77.95,71.46
20251221,72.1,71.34,70.18,68.55,69.99,70.53,71.34,72.7,72.7,70.53,68.29,68.01,68.01,68.01,68.29,70.26,72.5,79.18,79.39,79.92,79.92,79.92,79.92,79.92,68.01,79.92,73.31
20251222,79.34,69.62,69.62,69.62,69.62,69.62,72.53,93.54,96.74,96.74,96.3,90.68,76.69,90.82,91.75,95.39,95.65,97.41,125.29,125.29,95.72,91.9,109.14,92.67,69.62,125.29,91.55
20251223,76.07,73.32,73.32,73.32,73.32,73.32,76.07,95.58,96.48,96.42,94.22,94.22,117.2,94.22,96.42,115.96,95.58,96.42,95.58,95.04,112.23,79.31,79.31,79.31,73.32,117.2,90.63
20251224,73.32,73.32,73.32,73.32,73.32,73.32,73.32,82.34,115.78,131.2,125.57,117.63,109.68,111.94,94.09,129.88,109.68,82.34,109.68,82.34,74.66,74.43,74.23,72.98,72.98,131.2,94.04
20251225,84.3,79.04,73.49,72.23,71.92,72.23,73.94,84.3,79.13,71.92,68.82,68.09,66.69,68.54,68.82,106.27,114.23,94.35,94.61,84.3,84.3,84.3,94.32,94.61,66.69,114.23,82.03
20251226,79.34,73.31,73.31,73.31,73.31,73.31,73.31,94.64,118.16,118.3,94.41,93.43,91.74,92.26,92.26,92.26,95.4,95.4,95.45,95.45,93.95,109.89,109.89,91.23,73.31,118.3,92.54
20251227,80.72,72.42,72.35,71.85,71.75,71.75,73.04,73.04,73.04,72.84,71.36,69.05,67.76,68.39,115.47,72.34,75.23,75.24,75.24,75.24,75.24,75.24,75.24,75.24,67.76,115.47,75.01
20251228,72.5,68.39,68.3,68.3,68.3,68.3,70.09,72.7,70.44,68.3,68.3,66.81,65.39,66.81,68.3,68.3,71.7,71.9,72.1,124.75,124.75,72.1,72.3,72.3,65.39,124.75,74.85
20251229,67.45,67.45,67.45,67.45,67.45,67.45,67.45,75.14,113.17,117.85,94.32,88.07,86.07,87.66,87.66,87.66,86.07,114.13,114.13,114.1,84.78,77.39,77.39,77.39,67.45,117.85,87.31
20251230,94.52,110.83,94.95,94.95,94.95,94.95,82.09,95.18,130.68,95.18,94.74,92.09,43.06,87.66,87.65,84.48,95,126.72,95,95,118.78,82.09,117.63,89.38,43.06,130.68,96.23
20251231,72.34,69.88,69.88,69.88,69.88,71.92,74.14,85.96,116.83,116.88,94.97,94.97,94.97,88.09,94.54,84.41,86.07,78.62,78.65,109.08,109.08,93.2,101.14,75.82,69.88,116.88,88.44
