날짜,발전기명,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2024-05-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10124,60745,161264,316743,463544,439680,0,0,0,436064,625532,478731,276246,73762,2893,0,0,0,0
2024-05-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,7232,49898,70146,39051,80271,172835,222733,455589,270461,173558,125829,95457,76655,16633,723,0,0,0,0
2024-05-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,18802,66531,133061,183682,255275,364472,565509,674706,673983,577080,326867,244427,82440,4339,0,0,0,0
2024-05-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10847,59299,175727,356517,503318,596605,689169,735452,744853,643611,585035,465714,272631,86056,6508,0,0,0,0
2024-05-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15909,57853,143908,323975,459928,579973,668921,713034,722435,683384,598775,472945,287817,81717,4339,0,0,0,0
2024-05-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,15186,37604,84609,90395,125106,182236,312404,242258,196699,149694,110643,39774,11571,0,0,0,0,0
2024-05-25,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15186,73039,130168,153309,129445,164157,437511,624085,698571,600221,563340,490301,274800,49175,5062,0,0,0,0
2024-05-26,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10124,77378,162711,258891,279862,337715,357963,480900,513442,352178,289986,89672,18079,5785,723,0,0,0,0
2024-05-27,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10847,58576,167049,338438,437511,470053,369534,454866,511996,674706,491747,389782,237919,82440,2893,0,0,0,0
2024-05-28,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15909,59299,94734,115705,124383,241535,336992,625532,707248,759316,653012,522120,344946,99796,6508,0,0,0,0
2024-05-29,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10847,63638,172835,329037,478731,600221,681938,716649,719542,677599,506934,313851,262506,89672,6508,0,0,0,0
2024-05-30,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,80994,156925,221286,250936,438234,579973,430279,270461,338438,161987,80994,78824,10847,0,0,0,0,0
2024-05-31,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,88225,160541,326144,481623,574187,679768,713757,715926,681215,594436,457036,255275,88948,5785,0,0,0,0
2024-06-01,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,14463,88948,137400,244427,392675,349285,123660,60022,139569,175727,74485,63638,89672,45559,5062,0,0,0,0
2024-06-02,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,64361,187298,354347,370980,471499,541645,543092,503318,409307,304449,286371,119321,53514,4339,0,0,0,0
2024-06-03,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,77378,170665,338438,487408,611068,697847,749915,760762,722435,655904,530075,345669,107027,8678,0,0,0,0
2024-06-04,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,60745,177897,344223,493194,619746,705802,753531,757869,726051,645057,518504,341331,111366,8678,0,0,0,0
2024-06-05,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,60745,170665,329760,480177,603114,688446,731836,708695,675429,554662,353624,199592,51344,3616,0,0,0,0
2024-06-06,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13740,96180,182959,329037,314574,594436,629871,610345,645057,634933,636379,469329,305896,104858,9401,0,0,0,0
2024-06-07,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,19525,73762,178620,330483,446188,476561,595159,626978,684107,464991,306619,372426,156202,72316,3616,0,0,0,0
2024-06-08,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,3616,29649,109197,203931,228518,268292,172112,180789,145355,127276,82440,134507,183682,117875,5062,0,0,0,0
2024-06-09,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,17356,84609,168496,304449,369534,562617,681215,720988,719542,625532,514888,436064,293602,114982,10847,0,0,0,0
2024-06-10,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13740,75208,176451,312404,456313,569848,650842,689169,686277,656627,572018,450527,262506,98349,10124,0,0,0,0
2024-06-11,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,8678,63638,167049,313127,449081,551769,638548,681215,683384,645057,564063,427386,269015,83886,12294,0,0,0,0
2024-06-12,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10847,59299,169942,321805,453420,569125,650119,693508,691339,658074,582142,438234,228518,67977,4339,0,0,0,0
2024-06-13,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15909,90395,175004,291433,428833,548154,633486,698571,709418,621916,526459,491024,275523,82440,12294,0,0,0,0
2024-06-14,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,65084,166326,309512,444019,555385,583588,613961,537306,546707,457036,289263,190914,120767,7955,0,0,0,0
2024-06-15,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,5062,49175,195976,172835,373149,356517,433895,50621,39051,43389,49175,39051,22418,1446,0,0,0,0
2024-06-16,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,60022,164880,329037,480177,567679,677599,713034,718096,686277,559001,464267,224902,101965,12294,0,0,0,0
2024-06-17,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,12294,58576,179343,300834,475115,530075,537306,621916,595882,425217,318189,305896,282755,74485,6508,0,0,0,0
2024-06-18,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,60022,163434,311681,443296,564786,645780,684831,690616,653735,572741,447635,282755,106304,10847,0,0,0,0
2024-06-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,57853,160541,310235,451974,564786,610345,669644,689169,662413,579249,457036,294325,104858,10124,0,0,0,0
2024-06-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15186,62915,160541,303726,438957,562617,574187,582142,444742,516335,470053,425940,209716,65807,10124,0,0,0,0
2024-06-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,11571,71593,173558,320359,462098,585758,661689,695678,687000,660966,532967,340607,295048,98349,10124,0,0,0,0
2024-06-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,5785,24587,76655,161987,144632,100519,78101,87502,79547,86056,38327,19525,9401,7232,2169,0,0,0,0
2024-06-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,10124,36881,55683,122937,224902,322528,307342,261783,237196,360856,351455,304449,116428,9401,0,0,0,0
2024-06-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,62192,156202,305896,456313,539476,635656,688446,681215,645780,552493,432448,292879,101965,20248,0,0,0,0
2024-06-25,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,17356,77378,200315,323975,458482,621916,627701,438234,555385,384720,350732,438234,252382,85333,13740,0,0,0,0
2024-06-26,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,55683,163434,318913,439680,559001,634933,668198,719542,694955,619746,479454,326867,122937,12294,0,0,0,0
2024-06-27,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,10124,54960,159095,317466,431002,472222,514888,467883,394121,335545,364472,234303,161987,83163,25311,0,0,0,0
2024-06-28,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,16633,62915,159095,309512,464267,579249,699294,677599,728220,687723,620469,504764,336268,122937,11571,0,0,0,0
2024-06-29,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,9401,52791,151863,305896,441126,541645,569848,637825,628424,666752,466437,321082,150417,25311,2169,0,0,0,0
2024-06-30,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,4339,32542,83163,77378,141016,127999,231411,319636,230687,300111,303726,498256,131615,32542,2893,0,0,0,0
2024-07-01,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,9401,52067,151140,309512,452697,572741,650842,693508,698571,671091,597328,431002,131615,51344,9401,0,0,0,0
2024-07-02,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2893,28926,44836,36158,20972,57853,48452,75208,34712,40497,30373,24587,13740,5062,0,0,0,0,0
2024-07-03,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,15186,70869,138123,232134,449804,441126,332653,241535,203207,167049,138123,96903,67977,35435,0,0,0,0
2024-07-04,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,45559,138846,227795,391228,250213,233580,610345,669644,676876,641441,577080,464991,235749,64361,3616,0,0,0,0
2024-07-05,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,15186,55683,163434,321082,467883,589374,615407,574187,697124,443296,512719,341331,132338,58576,6508,0,0,0,0
2024-07-06,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2893,12294,122214,161987,242981,199592,445465,472222,313851,192360,155479,82440,73762,116428,17356,0,0,0,0
2024-07-07,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,7955,54960,40497,20972,44836,158372,166326,170665,339161,292879,163434,84609,80271,31096,723,0,0,0,0
2024-07-08,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,8678,24587,47005,47005,58576,91118,178620,91118,75932,36158,49898,27480,5062,1446,0,0,0,0
2024-07-09,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,4339,43389,55683,168496,310958,345669,360133,203207,99073,83886,52067,55683,23864,5062,1446,0,0,0,0
2024-07-10,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,5062,16633,109920,378212,487408,643611,681215,648673,613238,500425,240088,44113,20248,5062,0,0,0,0
2024-07-11,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,7955,54237,146078,296495,441126,561171,647226,689169,576357,645780,506934,412200,254552,53514,8678,0,0,0,0
2024-07-12,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,7232,64361,146801,265399,379658,480900,569848,611792,600944,561171,480900,335545,166326,26757,5785,0,0,0,0
2024-07-13,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,32542,127276,172835,203207,259614,430279,621193,615407,558278,419432,361579,222733,52067,2169,0,0,0,0
2024-07-14,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,1446,10847,23141,56406,49898,63638,86056,127999,124383,207546,143908,83886,36158,723,0,0,0,0
2024-07-15,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,15186,45559,60022,148247,156925,127276,141739,258891,222733,198145,180789,89672,35435,4339,0,0,0,0
2024-07-16,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,13017,71593,190914,397737,398460,513442,543092,485239,666752,331929,144632,90395,29649,0,0,0,0,0
2024-07-17,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,15186,40497,67254,40497,49898,106304,75932,127276,266122,251659,210439,105581,35435,1446,0,0,0,0
2024-07-18,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,7232,18079,37604,42666,54237,41220,64361,92564,61468,49175,12294,88948,15909,1446,0,0,0,0
2024-07-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,9401,52067,153309,285647,437511,557555,632763,533691,469329,425217,223456,200315,304449,80994,6508,0,0,0,0
2024-07-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2169,40497,124383,315297,357963,177174,111366,169942,263229,412923,89672,40497,94011,67977,2893,0,0,0,0
2024-07-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2169,19525,15909,33988,74485,201761,564786,336268,356517,514165,475838,388336,190914,91118,6508,0,0,0,0
2024-07-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2893,62192,141016,145355,292156,172835,330483,201761,347116,364472,295772,244427,141739,40497,7232,0,0,0,0
2024-07-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,18079,114982,191637,235749,286371,352901,402076,122214,87502,96903,118598,33265,13740,0,0,0,0,0
2024-07-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,13017,64361,33265,30373,35435,146801,585758,647226,513442,233580,232134,373873,271184,82440,7955,0,0,0,0
2024-07-25,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,9401,83163,82440,203931,360133,430279,444742,553216,645780,394121,329760,322528,253105,59299,2893,0,0,0,0
2024-07-26,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,41943,106304,304449,428833,498979,553939,666752,637102,632763,547431,365195,208993,39774,0,0,0,0,0
2024-07-27,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,28203,42666,83886,102688,219117,165603,210439,208993,308065,323975,227072,49898,1446,0,0,0,0,0
2024-07-28,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,37604,87502,215501,342777,459928,516335,650842,684831,629871,525736,353624,153309,62192,5062,0,0,0,0
2024-07-29,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2893,46282,143185,288540,446912,410754,394844,339884,406415,275523,390505,466437,336992,107027,6508,0,0,0,0
2024-07-30,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2169,35435,123660,250213,378935,563340,522843,634209,343500,380381,525013,291433,200315,75208,3616,0,0,0,0
2024-07-31,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,28926,107027,259614,404245,519951,611068,663859,679045,652288,582142,467160,288540,74485,2893,0,0,0,0
2024-08-01,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,28926,104858,261783,399183,570572,315297,289263,271184,323975,413646,449081,208269,62915,2169,0,0,0,0
2024-08-02,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,31819,110643,220563,352901,475838,585758,508380,594436,378935,445465,303726,87502,18802,0,0,0,0,0
2024-08-03,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,4339,46282,126553,194529,362302,460652,592989,615407,615407,613238,542368,419432,250213,62192,1446,0,0,0,0
2024-08-04,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,34712,117152,227795,383274,508380,603837,646503,659520,628424,532967,352901,195976,53514,723,0,0,0,0
2024-08-05,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,10124,104135,159095,399906,517058,604560,653735,670367,466437,472222,328314,106304,54237,723,0,0,0,0
2024-08-06,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,32542,112089,229964,275523,449804,566956,363025,250936,107751,159818,290709,245151,49898,2169,0,0,0,0
2024-08-07,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,40497,123660,246597,358686,401353,639995,650842,255998,417985,554662,352901,254552,70146,2893,0,0,0,0
2024-08-08,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,2893,32542,36158,74485,290709,269015,378212,325421,197422,48452,139569,199592,109197,38327,723,0,0,0,0
2024-08-09,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,28926,100519,250936,396291,523566,613238,665305,676876,652288,577080,447635,253828,15909,0,0,0,0,0
2024-08-10,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,39051,116428,257444,406415,532967,629871,656627,679045,627701,547431,383997,196699,72316,1446,0,0,0,0
2024-08-11,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,29649,101242,247320,394844,517781,609622,660243,669644,637825,559001,428109,164157,52067,0,0,0,0,0
2024-08-12,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,34712,105581,245151,389059,509826,598052,642164,655904,624808,550323,376765,112813,23141,723,0,0,0,0
2024-08-13,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,31096,109920,245874,393398,514888,603114,649396,661689,634209,555385,425217,224902,46282,0,0,0,0,0
2024-08-14,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,47728,118598,253105,386889,505487,595882,645780,655181,629147,532967,411477,211162,48452,0,0,0,0,0
2024-08-15,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,1446,57129,146801,290709,414369,525736,617577,663136,666028,632763,559724,439680,235749,49175,0,0,0,0,0
2024-08-16,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,28926,114982,114259,308065,509103,614684,660966,672537,647226,527905,362302,164880,62915,723,0,0,0,0
2024-08-17,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,23141,115705,222009,290709,385443,446912,480900,530075,399906,526459,436064,216947,36881,0,0,0,0,0
2024-08-18,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,20972,94011,239365,389059,516335,606006,655904,673260,641441,559001,433172,190191,2893,0,0,0,0,0
2024-08-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,723,22418,86056,235026,393398,508380,595882,647226,656627,626255,545984,349285,167773,28203,0,0,0,0,0
2024-08-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,19525,85333,240088,363748,381827,386889,328314,242981,117875,138123,96180,86056,31096,0,0,0,0,0
2024-08-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,33988,64361,73762,80271,103412,129445,178620,188021,124383,128722,131615,60022,19525,0,0,0,0,0
2024-08-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,23864,95457,241535,395567,514165,557555,642164,639995,605283,342777,266845,137400,26757,0,0,0,0,0
2024-08-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,28926,73039,156202,381104,504764,598052,553216,421601,551769,446912,381827,213332,41220,0,0,0,0,0
2024-08-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,22418,86779,223456,373149,497533,582865,633486,646503,605283,506934,338438,101965,8678,0,0,0,0,0
2024-08-25,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,32542,109197,183682,294325,504764,529352,597328,492471,502595,292879,148247,67254,23864,0,0,0,0,0
2024-08-26,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,26757,54960,110643,161264,180789,242258,222009,44836,146078,118598,105581,24587,6508,0,0,0,0,0
2024-08-27,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,5062,36158,47728,119321,135231,135954,126553,131615,57129,39774,33265,20248,723,0,0,0,0
2024-08-28,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,25311,94734,96180,231411,99796,164157,309512,281308,120044,227072,217671,158372,13017,0,0,0,0,0
2024-08-29,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,17356,69423,109920,95457,76655,107027,148971,75208,20972,18802,55683,18802,4339,0,0,0,0,0
2024-08-30,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,66531,184405,271907,235749,177174,214778,156202,267568,640718,561171,349285,68700,27480,0,0,0,0,0
2024-08-31,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,16633,80994,228518,384720,518504,590097,671091,671091,548154,154033,82440,75932,7232,0,0,0,0,0
2024-09-01,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,18802,83886,226348,380381,511273,605283,649396,647226,614684,530798,376765,113536,5062,0,0,0,0,0
2024-09-02,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,10847,59299,158372,160541,208269,216947,391952,188744,54960,35435,20248,5785,0,0,0,0,0,0
2024-09-03,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,21695,78101,206823,318189,430279,562617,678322,684831,648673,565509,355794,112089,17356,0,0,0,0,0
2024-09-04,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,16633,78101,227795,383997,520674,618300,668198,677599,639272,525736,383997,131615,14463,0,0,0,0,0
2024-09-05,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,15909,80994,211162,364472,488132,566233,613961,391228,520674,101965,30373,30373,0,0,0,0,0,0
2024-09-06,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,2893,20248,51344,43389,69423,131615,237196,173558,86056,41943,18079,0,0,0,0,0,0
2024-09-07,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,7232,65807,182959,228518,329760,381827,593713,306619,211162,125829,68700,21695,1446,0,0,0,0,0
2024-09-08,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,15909,73039,191637,336268,300834,556108,640718,481623,156925,52791,21695,723,0,0,0,0,0,0
2024-09-09,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,13017,86056,203207,311681,490301,591543,621916,271907,258167,180066,75932,49175,1446,0,0,0,0,0
2024-09-10,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,13740,70869,205377,353624,483793,574187,622639,624808,592266,459205,308065,96180,4339,0,0,0,0,0
2024-09-11,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,13740,70146,197422,343500,479454,587204,621916,370257,214778,126553,90395,9401,0,0,0,0,0,0
2024-09-12,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,8678,61468,71593,51344,99073,88225,76655,75208,40497,17356,5785,0,0,0,0,0,0
2024-09-13,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,7955,94734,138123,175727,259614,325421,606729,574187,381827,331929,93287,40497,0,0,0,0,0,0
2024-09-14,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,9401,18079,33265,72316,171388,469329,139569,88225,91841,67977,23141,11571,0,0,0,0,0,0
2024-09-15,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,13017,37604,75932,95457,132338,64361,62192,66531,77378,39774,9401,0,0,0,0,0,0
2024-09-16,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,1446,34712,127276,240812,332653,358686,367364,348562,277693,365195,177174,50621,1446,0,0,0,0,0
2024-09-17,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,3616,45559,214778,274077,265399,334822,452697,415093,371703,245151,105581,39051,723,0,0,0,0,0
2024-09-18,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,8678,67254,95457,154756,175727,99073,54960,62192,86779,45559,74485,64361,0,0,0,0,0,0
2024-09-19,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,24587,72316,190191,319636,263953,406415,598775,197422,133784,67254,23141,0,0,0,0,0,0
2024-09-20,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,8678,71593,105581,167049,196699,266122,260337,102688,26757,12294,4339,0,0,0,0,0,0
2024-09-21,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,0,1446,20972,29649,54960,91118,90395,57129,60745,91841,33265,13740,0,0,0,0,0,0
2024-09-22,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,1446,51344,66531,84609,178620,219117,203931,154756,156925,70146,38327,15909,0,0,0,0,0,0
2024-09-23,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,4339,28203,92564,258891,484516,561894,549600,488132,429556,544538,116428,40497,723,0,0,0,0,0
2024-09-24,동해 바이오 연료저장고 지붕태양광,0,0,0,0,0,0,10847,78101,197422,368811,467160,619746,668198,559001,229241,139569,91118,31096,0,0,0,0,0,0
